id,product_name,current_price,list_price,brand,category,cpu,ram,storage,screen_size,screen_resolution,os,software,average_rating,product_url
285,"Laptop GIGABYTE Gaming AERO X16 - GIGABYTE-AERO-X161VH93VNC64AH (R7 AI 350, 32GB, 1TB, RTX5060 8GB, WQXGA 165Hz, Win11)",35990000.0,39690000.0,Gigabyte,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-aero-x16-r7-ai-350-gigabyte-aero-x161vh93vnc64ah
286,"Laptop Lenovo V15 G5 IRL - 83HF0000VN (Core 5 120U, 16GGB, 512GB, Full HD, Win11)",17990000.0,19590000.0,Lenovo,Laptop,Core 5 120U,N/A,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-core-5-83hf0000vn?utm_flashsale=1
287,"Laptop MSI Modern 14 C13M - 611VN (i5 1335U, 16GB, 512GB, Full HD, Win11)",14690000.0,18190000.0,MSI,Laptop,i5 1335U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn
288,"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00007VN (i7 13620H, 16GB, 512GB, WUXGA, Win11)",18990000.0,19990000.0,Lenovo,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14irh10-i7-83k00007vn
289,"Laptop Lenovo Yoga Slim 7 OLED 14ILL10 - 83JX0037VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",,,Lenovo,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-oled-14ill10-ultra-7-83jx0037vn?utm_flashsale=1
290,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00M3VN (R5 7235HS,16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",23190000.0,24490000.0,Lenovo,Laptop,R5 7235HS,16GB,1TB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00m3vn
291,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R9M1 - NH.QPFSV.004 (R5 7535HS, 16GB, 512GB, RTX3050 6GB, Full HD 180Hz, Win11)",21690000.0,23990000.0,Acer,Laptop,R5 7535HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r9m1-r5-7535hs-nh-qpfsv-004
292,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C7H321W11II5060 (Core 7 240H, 32GB, 1TB, RTX 5060 8GB, WQXGA 120Hz, OfficeH24+365, Win11)",43490000.0,46590000.0,Dell,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/del-alienware-16-aurora-ac16250-core-7-240h-c7h321w11ii5060
293,"Laptop HP Envy X360 14 fa0047AU - A19BPPA (R7 8840HS, 16GB, 1TB, 2.8K OLED, Cảm ứng, Win11)",30790000.0,33290000.0,HP,Laptop,R7 8840HS,16GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0047au-r7-a19bppa
294,"Laptop Dell Inspiron 15 3530 - N5I5340W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",17490000.0,19590000.0,Dell,Laptop,I5340W,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1
295,"Laptop Asus Zenbook 14 UX3405CA - PZ368WS (Ultra 7 255H, 16GB, 512GB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",,,Asus,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-7-pz368ws
296,"Laptop HP Elitebook 635 Aero G11 - A8WS7PT (R7 8840HS, 16GB, 512GB, WUXGA, Win11)",25790000.0,27490000.0,HP,Laptop,R7 8840HS,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r7-a8ws7pt
297,"Laptop HP Gaming OMEN 16 am0127TX - BX8Y0PA (i9 14900HX, 32GB, 512GB, RTX 5070 8GB, WUXGA 165Hz, Win11)",56690000.0,59890000.0,HP,Laptop,i9 14900HX,32GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-gaming-omen-16-am0127tx-i9-14900hx-bx8y0pa
298,"Laptop Asus Vivobook S14 S5406SA - PP060WS (Ultra 5 226V, 16GB, 512GB, 2.8K OLED 120Hz, OfficeHS, Win11)",,,Asus,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-5-pp060ws
299,Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G),33190000.0,,Acer,Laptop,i7 12700H,16GB,512GB,N/A,N/A,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g
300,"Laptop MSI Prestige 14 AI Studio C1UDXG - 058VN (Ultra 7 155H, 16GB, 1TB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",29190000.0,30390000.0,MSI,Laptop,N/A,16GB,1TB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn
301,"Laptop Asus TUF Gaming F15 FX507ZC4 - HN229W (i5 12500H, 16GB, 1TB, RTX 3050 4GB, Full HD 144Hz, Win11)",21390000.0,25490000.0,Asus,Laptop,i5 12500H,16GB,1TB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w
302,"Laptop Asus Zenbook 14 OLED UX3402VA - KM657W (i5 13500H, 16GB, 512GB, 2.8K OLED 90Hz, Win11)",23190000.0,26490000.0,Asus,Laptop,i5 13500H,16GB,512GB,N/A,2.8K,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w
303,"Laptop HP Probook 450 G10 - 9H8H1PT (i7 1355U, 16GB, 512GB, Full HD, Win11)",,,HP,Laptop,i7 1355U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt?utm_flashsale=1
304,"Laptop HP Envy X360 14 fa0050AU - A29H8PA (R5 8640HS, 16GB, 512GB, 2.8K OLED, Cảm ứng, Win11)",,,HP,Laptop,R5 8640HS,16GB,512GB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa?utm_flashsale=1
305,"Laptop Dell Inspiron 15 3530 - 71043888 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",20990000.0,21990000.0,Dell,Laptop,i7 1355U,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888
306,"Laptop MSI Prestige 14 AI Studio C1VEG - 056VN (Ultra 7 155H, 32GB, 1TB, RTX 4050 6GB, 2.8K, Win11)",35090000.0,36290000.0,MSI,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1veg-ultra-7-056vn
307,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHH3VN893SH (i5 13420H, 16GB, 512GB, RTX5050 8GB, WUXGA 165Hz, Win11)",26990000.0,28990000.0,Gigabyte,Laptop,i5 13420H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-13420h-gaming-a16-cthh3vn893sh
308,"Laptop Asus Zenbook 14 OLED UX3405MA - PP152W (Ultra 7 155H, 32GB, 1TB, 2.8K OLED 120Hz, Win11)",,,Asus,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w
309,"Laptop HP Gaming OMEN 16 xf0071AX - 8W946PA (R7 7840HS, 32GB, 1TB, RTX 4060 8GB, QHD 240Hz, Win11)",,,HP,Laptop,R7 7840HS,32GB,1TB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-omen-16-xf0071ax-r7-8w946pa?utm_flashsale=1
310,"Laptop Dell Latitude 3450 - L3450-1335U-16512W (i5 1335U, 16GB, 512GB, Full HD, Win11)",18590000.0,19590000.0,Dell,Laptop,i5 1335U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512w
311,"Laptop MSI Prestige 14 AI+ Evo C2VMG - 020VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, Win11)",,,MSI,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-prestige-14-ai-evo-c2vmg-ultra-7-020vn
312,"Laptop Asus Zenbook S 14 UX5406SA - PV140WS (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeHS, Win11)",41990000.0,44190000.0,Asus,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws
313,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000JVN (i7 13620H, 16GB, 512GB, WUXGA, Win11)",19990000.0,,Lenovo,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000jvn
314,"Laptop Lenovo Gaming Legion 5 15IAX10 - 83F0003BVN (Ultra 7 255HX, 32GB, 1TB, RTX 5070 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",53990000.0,54990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-legion-5-15iax10-ultra-7-255hx-83f0003bvn
315,"Laptop Asus TUF Gaming F15 FX507VV - LP151W (i7 13620H, 16GB, 512GB, RTX 4060 8GB, Full HD 144Hz, Win11)",28690000.0,31390000.0,Asus,Laptop,i7 13620H,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w
316,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71026454),20990000.0,21990000.0,Dell,Laptop,i7 1355U,16GB,512GB,N/A,N/A,Windows 11,OfficeHS,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454
317,"Laptop HP 15 fd1039TU - 9Z2W7PA (Core 7 150U, 16GB, 512GB, Full HD, Win11)",20090000.0,22290000.0,HP,Laptop,Core 7 150U,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-15-fd1039tu-core-7-150u-9z2w7pa
318,"Laptop Asus TUF Gaming F16 FX608JMR - RV048W (i7 14650HX, 16GB, 1TB, RTX 5060 8GB, WUXGA 165Hz, Win11)",37690000.0,40290000.0,Asus,Laptop,i7 14650HX,16GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx608jmr-i7-rv048w
319,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CVHI3VN893SH (i7 13620H, 16GB, 512GB, RTX5060 8GB, WUXGA 165Hz, Win11)",31590000.0,34590000.0,Gigabyte,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-13620h-gaming-a16-cvhi3vn893sh
320,"Laptop HP OmniBook X 14 fe1010QU - B53KBPA (X1P 42 100, 16GB, 512GB, 2.2K, Cảm ứng, OfficeHS+365, Win11)",28490000.0,31390000.0,HP,Laptop,N/A,16GB,512GB,N/A,2K,Windows 11,OfficeHS+365,5.0,https://www.thegioididong.com/laptop/hp-omnibook-x-14-fe1010qu-x1p-42-100-b53kbpa
321,"Laptop Lenovo ThinkPad T14s - 21R1000AVN (Ultra 7 255H, 32GB, 512GB, WUXGA, Win11 Pro)",43590000.0,44290000.0,Lenovo,Laptop,N/A,32GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-ultra-7-21r1000avn
322,"Laptop MSI Gaming Katana 15 HX B14WEK - 286VN (i5 14450HX, 16GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",30690000.0,33690000.0,MSI,Laptop,i5 14450HX,16GB,512GB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i5-14450hx-286vn
323,"Laptop Dell Vostro 3530 - 80GG93 (i5 1335U, 16GB, 512GB, 15.6""F, 120Hz, OfficeHS, Win11)",17490000.0,19590000.0,Dell,Laptop,i5 1335U,16GB,512GB,N/A,N/A,Windows 11,OfficeHS,4.9,https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93
324,"Laptop Asus Vivobook 15 X1504ZA - NJ1608W (i5 1235U, 16GB, 512GB, Full HD, Win11)",13690000.0,16690000.0,Asus,Laptop,i5 1235U,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w
325,"Laptop Lenovo ThinkPad X9 15 - 21Q60054VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, Win11 Pro)",54890000.0,55590000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x9-15-ultra-7-21q60054vn
326,"Laptop GIGABYTE Gaming AORUS MASTER 16 - Win11 (Ultra 9 275HX, 32GB, 1TB, RTX 5080 16GB, WQXGA OLED 240Hz, Win11 )",84890000.0,88390000.0,Gigabyte,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/gigabyte-aorus-master-16-ultra-9-16-byhc5vne64sh
327,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C7H161W11II5050 (Core 7 240H, 16GB, 1TB, RTX 5050 8GB, WQXGA 120Hz, OfficeH24+365, Win11)",37290000.0,40290000.0,Dell,Laptop,N/A,16GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii5050
328,"Laptop Dell Latitude 7350 - L7350-135U-16512W (Ultra 5 135U vPro, 16GB, 512GB, Full HD+, Win11)",32290000.0,35290000.0,Dell,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/dell-latitude-7350-ultra-5-l7350135u16512w
329,"Laptop Asus Gaming V16 V3607VH - RP084W (Core 5 210H, 16GB, 512GB, RTX 5050 8GB, WUXGA 144Hz, Win11)",27390000.0,28490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-210h-rp084w
330,"Laptop Asus Vivobook 16 A1607QA - MB067WS (X1 26 100, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",,,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-16-a1607qa-x1-26-100-mb067ws
331,"Laptop Lenovo Yoga Slim 9 OLED 14ILL10 - 83CX001AVN (Ultra 7 258V, 32GB, 1TB, 4K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",56990000.0,58890000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,0.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-9-oled-14ill10-ultra-7-83cx001avn
332,"Laptop Dell Vostro 15 3520 - V3520-i5U165W11GRU (i5 1235U, 16GB, 512GB, 15.6""F, 120Hz, OfficeHS, Win11)",15990000.0,16690000.0,Dell,Laptop,i5 1235U,16GB,512GB,N/A,N/A,Windows 11,OfficeHS,4.9,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru
333,"Laptop Asus Zenbook DUO UX8406CA - PZ109WS (Ultra 9 285H, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",57990000.0,60890000.0,Asus,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-duo-ux8406ca-ultra-9-pz109ws
334,"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00008VN (i5 13420H, 16GB, 512GB, WUXGA, Win11)",15790000.0,16990000.0,Lenovo,Laptop,i5 13420H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14irh10-i5-83k00008vn
335,"Laptop Asus Gaming V16 V3607VH - RP024W (Core 5 210H, 16GB, 512GB, RTX 5050 8GB, WUXGA 144Hz, Win11)",27390000.0,28490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-rp024w
336,"Laptop MSI Creator M16 HX C14VFG - 040VN (i7 14700HX, 32GB, 1TB, RTX 4060 8GB, QHD+ 240Hz, Win11)",45190000.0,,MSI,Laptop,i7 14700HX,32GB,1TB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-creator-m16-hx-c14vfg-i7-040vn
337,"Laptop Dell Inspiron 16 5640 - N6I7512W1 (Core 7 150U, 16GB, 1TB, MX570A 2GB, 2.5K 120Hz, OfficeHS, Win11)",31290000.0,33990000.0,Dell,Laptop,I7512W,16GB,1TB,N/A,N/A,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n6i7512w1
338,"Laptop Dell Inspiron 15 3530 - 71043885 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",17490000.0,19590000.0,Dell,Laptop,i5 1334U,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885
339,"Laptop Asus TUF Gaming F15 FX507ZC4 - HN181W (i7 12700H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",22890000.0,26490000.0,Asus,Laptop,i7 12700H,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w
340,"Laptop Asus Vivobook S14 S5406SA - PP059WS (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeHS, Win11)",31490000.0,35290000.0,Asus,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-7-pp059ws
341,"Laptop Asus Vivobook 14 A1407CA - LY008WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",,,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-14-a1407ca-ultra-5-ly008ws
342,"Laptop Lenovo Gaming Legion Pro 7 16IAX10H - 83F5008WVN (Ultra 9 275HX, 32GB, 1TB, RTX 5080 16GB, WQXGA OLED 240Hz, OfficeH24, Win11)",96990000.0,98990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,0.0,https://www.thegioididong.com/laptop/lenovo-legion-pro-7-16iax10h-ultra-9-275hx-83f5008wvn
343,"Laptop Dell Inspiron 7440 - N4I5006W1 (Core 5 120U, 16GB, 1TB, Full HD+, Cảm ứng, OfficeHS, Win11)",27890000.0,30390000.0,Dell,Laptop,I5006W,16GB,1TB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1
344,"Laptop Dell Inspiron 14 5441 - 5MNK1 (X1P 64 100, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",27490000.0,29390000.0,Dell,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5441-x1p-64-100-5mnk1
345,"Laptop Asus Vivobook S16 S5606CA - RI114WS (Ultra 5 225H, 16GB, 512GB, 2.8K 120Hz, OfficeH24+365, Win11)",26990000.0,28490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-16-s5606ca-ultra-5-ri114ws
346,"Laptop Asus Vivobook S 14 OLED S5406MA - PP136W (Ultra 5 125H, 16GB, 1TB, 2.8K OLED 120Hz, Win11)",24690000.0,26490000.0,Asus,Laptop,N/A,16GB,1TB,N/A,2.8K,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w
347,"Laptop Lenovo Gaming Legion 5 Pro 16IAX10 - 83F3003VVN (Ultra 9 275HX, 32GB, 1TB, RTX 5060 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",53990000.0,54990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-legion-5-pro-16iax10-ultra-9-83f3003vvn
348,"Laptop Asus Gaming V16 V3607VM - RP044W (Core 7 240H, 16GB, 1TB, RTX 5060 8GB, WUXGA 144Hz, Win11)",35190000.0,37290000.0,Asus,Laptop,N/A,16GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vm-core-7-rp044w
349,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C9H321W11II5070 (Core 9 270H, 32GB, 1TB, RTX 5070 8GB, WQXGA 120Hz, OfficeH24+365, Win11)",64490000.0,68990000.0,Dell,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-9-270h-c9h321w11ii5070
350,"Laptop Dell XPS 13 9350 - PP9H1 (Ultra 7 258V, 32GB, 1TB, QHD+, Cảm ứng, OfficeH24+365, Win11)",65990000.0,68990000.0,Dell,Laptop,N/A,32GB,1TB,N/A,QHD,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-xps-13-9350-ultra-7-258v-pp9h1
351,"Laptop Lenovo ThinkPad X1 Carbon - 21NX0038VN (Ultra 5 225H, 32GB, 1TB, WUXGA, Win11 Pro)",50990000.0,51690000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,WUXGA,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-5-21nx0038vn
352,"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY00A7VN (i7 14700HX, 16GB, 512GB, RTX 5050 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",38990000.0,40990000.0,Lenovo,Laptop,i7 14700HX,16GB,512GB,N/A,N/A,Windows 11,OfficeH24,0.0,https://www.thegioididong.com/laptop/lenovo-legion-5-15irx10-i7-83ly00a7vn
353,"Laptop MSI Creator Z17 HX Studio A14VGT - 272VN (i7 14700HX, 32GB, 2TB, RTX 4070 8GB, QHD+ 165 Hz, Cảm ứng, Win11)",70690000.0,,MSI,Laptop,i7 14700HX,32GB,2TB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-creator-z17-hx-studio-a14vgt-i7-272vn
354,"Laptop MSI Prestige 16 AI+ B2VMG - 016VN (Ultra 9 288V, 32GB, 1TB, 4K/UHD+ OLED, Win11)",43890000.0,45090000.0,MSI,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-prestige-16-ai-b2vmg-ultra-9-288v-016vn
355,"Laptop MSI Prestige 13 AI+ A2VMG - 040VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED, Win11)",36990000.0,38090000.0,MSI,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-prestige-13-ai-a2vmg-ultra-7-258v-040vn
356,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072937 (Core 7 240H, 16GB, 1TB, RTX 5060 8GB, WQXGA 120Hz, OfficeH24+365, Win11)",39990000.0,43190000.0,Dell,Laptop,N/A,16GB,1TB,N/A,N/A,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-7-240h-71072937
357,"Laptop MSI Gaming Titan 18 HX AI A2XWIG - 090VN (Ultra 9 285HX, 64GB, 6TB, RTX 5080 16GB, 4K 120Hz, Win11)",147190000.0,,MSI,Laptop,N/A,64GB,6TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-titan-18-hx-ai-a2xwig-ultra-9-090vn
358,"Laptop Lenovo Gaming Legion 5 Pro 16IAX10 - 83F3002GVN (Ultra 9 275HX, 32GB, 1TB, RTX 5070 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",59990000.0,60990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-legion-5-pro-16iax10-ultra-9-83f3002gvn
359,"Laptop MSI Raider 18 HX AI A2XWIG - 033VN (Ultra 9 285HX, 64GB, 4TB, RTX 5080 16GB, 4K 120Hz, Win11)",120590000.0,124590000.0,MSI,Laptop,N/A,64GB,4TB,N/A,N/A,Windows 11,N/A,0.0,https://www.thegioididong.com/laptop/msi-raider-18-hx-ai-a2xwig-ultra-9-033vn
360,"Laptop MSI Gaming Stealth 18 HX AI A2XWIG - 017VN (Ultra 9 275HX, 32GB, 2TB, RTX 5080 16GB, 4K 120Hz, Win11)",93990000.0,97990000.0,MSI,Laptop,N/A,32GB,2TB,N/A,N/A,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-stealth-18-hx-ai-a2xwig-ultra-9-017vn
361,Laptop MacBook Air 13 inch M4 16GB/256GB Sạc 70W,26190000.0,27090000.0,MacBook,Laptop,N/A,16GB,256GB,13 inch,N/A,macOS,N/A,5.0,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-256gb-sac-70w
362,Laptop MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A),17190000.0,19590000.0,MacBook,Laptop,N/A,8GB,256GB,13 inch,N/A,macOS,N/A,4.9,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa?utm_flashsale=1
